Label,vfbLabel,XML ,ThisBox,NoBoxes,BoxSize,xMin,yMin,xMax,yMax
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_10-49-32_sideRight/000312_r.xml,1,1,202772,501,770,1152,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_10-49-32_sideLeft/0007125.xml,2,3,202644,0,105,432,572
vehicle fallback,water tanker,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_36/0000675.xml,1,3,202554,1,391,297,1072
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-06-05_09-06-38_sideRight/001513_r.xml,1,1,202176,802,1,1217,486
vehicle fallback,trailer,IDD_Detection/Annotations/frontNear/BLR-2018-05-22_13-21-45_frontNear/000285_r.xml,1,1,201550,2,540,696,829
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_sideLeft_right/0004695.xml,3,4,201476,964,502,1445,919
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000690_r.xml,2,2,201274,739,347,1379,660
vehicle fallback,crane,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41_frontNear_left/0000885.xml,2,2,201146,1,327,451,772
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_42/0001410.xml,1,1,201096,1,566,392,1078
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-39-44_sideLeft/000334_r.xml,1,1,200880,1735,1,1920,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-04-19_18-06-55_sideRight/000006_r.xml,1,1,200880,1,310,540,681
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_43/0000960.xml,1,1,200263,1492,355,1918,823
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41/0006461.xml,1,1,200214,18,493,471,933
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_30/0001078.xml,2,2,200152,1414,502,1921,895
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_18/0001050.xml,2,2,200032,1389,600,1920,975
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-14_13-38-46_sideRight/000810_r.xml,1,1,199525,1261,626,1835,972
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000793_r.xml,1,1,199500,1541,556,1920,1080
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_sideRight_right/0001050.xml,2,2,199398,460,636,960,1033
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-06-05_09-06-38_frontNear/001023_r.xml,1,1,199080,1558,1,1917,553
vehicle fallback,trailer,IDD_Detection/Annotations/frontFar/BLR-2018-03-22_17-39-26_2_frontFar/0006960.xml,1,1,199025,5,412,423,886
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideLeft_left/0003300.xml,2,2,198850,944,284,1353,768
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-07_12-01-06_sideLeft/0004320.xml,1,1,198768,1148,491,1639,894
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-39-44_sideLeft/000325_r.xml,1,1,198720,1737,1,1920,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/000546_r.xml,1,2,198661,946,340,1718,596
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-04-26_13-40-01_sideRight/0000960.xml,1,1,197880,1025,2,1704,292
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_33/0001185.xml,3,3,197472,1567,380,1918,940
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/0000600.xml,1,1,197024,1157,209,1532,732
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-50-18_sideLeft/000667_r.xml,1,2,196712,2,211,368,746
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-31_13-01-28_sideLeft/0013380.xml,1,1,196452,776,250,1234,677
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41/0004124.xml,4,4,196230,47,524,468,988
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-06-05_09-06-38_sideRight/001023_r.xml,1,1,195776,593,7,960,538
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-16_15-34-27/0006114.xml,1,1,195453,1205,478,1717,858
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-39-44_sideLeft/000316_r.xml,1,1,195090,1711,1,1920,929
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-44-09_sideRight/000834_r.xml,1,1,195000,1397,703,1916,1077
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000145_r.xml,1,1,194304,989,586,1540,937
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-26-52_sideRight_right/0006793.xml,1,1,193617,46,778,684,1080
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0001455.xml,2,2,193200,1092,610,1651,954
vehicle fallback,bulldozer,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_12-04-54_sideRight/0009915.xml,1,1,192618,915,291,1436,659
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-05-07_12-01-06_sideLeft/000444_r.xml,1,1,192231,2,315,404,791
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_12-24-44_sideRight/000361_r.xml,1,1,191784,1189,819,1920,1080
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-05-29_sideLeft_right/0008783.xml,1,1,190350,535,287,984,709
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-01-18_sideLeft/0000240.xml,4,4,188625,375,307,877,681
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-01-18_sideLeft/0000285.xml,2,4,188100,383,297,877,676
vehicle fallback,tractor,IDD_Detection/Annotations/frontFar/BLR-2018-04-16_15-44-27_frontFar/0013860.xml,1,1,187776,878,367,1261,855
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41_frontNear_left/0001260.xml,1,3,187530,1,752,570,1080
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-50-18_sideLeft/000690_r.xml,1,1,187473,437,157,865,593
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-34-41/0001810.xml,6,7,187346,1,513,331,1078
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_10-59-01_sideLeft/000078_r.xml,1,1,187332,1024,286,1489,687
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-04-19_18-06-55_sideLeft/000546_r.xml,2,2,187289,1442,247,1920,637
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0006000.xml,1,1,187054,1437,570,1867,1003
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_10-59-01_sideRight/000073_r.xml,1,1,186872,1592,395,1920,962
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000600_r.xml,3,3,186623,1326,557,1758,987
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_10-49-32_sideLeft/000708_r.xml,1,2,186480,480,167,983,536
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-05-31_13-01-28_sideRight/001387_r.xml,2,2,186150,192,503,616,940
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_1_sideRight/000450_r.xml,1,1,185932,1733,1,1920,989
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/000213_r.xml,1,1,184943,1133,288,1523,760
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_16-14-27_sideLeft/000660_r.xml,3,4,184644,1226,211,1894,486
vehicle fallback,bulldozer,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_12-04-54_sideRight/000996_r.xml,1,1,184539,1509,275,1919,723
vehicle fallback,street cart,IDD_Detection/Annotations/rearNear/BLR-2018-05-07_12-36-24_rearNear/000252_r.xml,1,1,184440,14,407,448,830
vehicle fallback,trailer,IDD_Detection/Annotations/sideLeft/BLR-2018-05-17_16-39-05_sideLeft/000078_r.xml,1,3,184008,1,274,492,647
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-28-17_sideLeft/000123_r.xml,3,4,183830,902,351,1494,660
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-20-07-01-47_part_22/0000449.xml,1,4,183458,898,238,1238,775
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-08_09-58-25_sideRight/000252_r.xml,1,1,183260,1151,843,1920,1080
vehicle fallback,tractor,IDD_Detection/Annotations/frontFar/BLR-2018-03-22_17-39-26_3_frontFar/000306_r.xml,2,2,183192,873,416,1280,864
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-06_16-20-12/0003077.xml,4,4,182937,1237,789,1869,1077
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-14_13-29-20_sideLeft/000450_r.xml,1,1,182368,559,546,1114,873
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-54-41/0003446.xml,1,1,182308,1534,500,1916,975
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-39-44_sideLeft/000870_r.xml,1,1,181720,1,845,770,1080
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-26_13-47-52_frontNear_left/0000210.xml,2,3,181653,817,584,1217,1036
vehicle fallback,water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_10-59-01_sideRight/000127_r.xml,2,2,181200,753,416,1352,717
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/0002130.xml,1,1,181159,1170,277,1552,749
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-17_15-12-45_sideRight/000564_r.xml,1,1,181116,887,215,1445,538
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/2018-05-31_13-01-28/2018-05-31_13-17-11-617460_leftImg8bit.xml,2,2,180846,283,517,676,975
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_16-14-27_sideRight/0003420.xml,1,1,179536,1056,101,1447,558
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-14_13-49-25_sideLeft/0002880.xml,1,1,179413,39,443,519,815
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_rearNear_right/0007980.xml,1,2,178808,976,667,1409,1078
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_16-14-27_sideLeft/0006600.xml,3,4,177271,1207,288,1865,556
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-34-41/0001832.xml,9,10,177120,1,541,328,1080
vehicle fallback,water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_10-59-01_sideRight/000136_r.xml,1,1,176788,1386,348,1843,733
vehicle fallback,bulldozer,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/0003525.xml,1,1,175500,1472,165,1822,664
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_32/0001635.xml,2,5,175439,2,539,390,989
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-13-31_sideRight/000190_r.xml,1,1,175392,1360,591,1823,968
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-26_13-47-52_frontNear_left/0000060.xml,2,3,175050,1017,570,1405,1019
vehicle fallback,trailer,IDD_Detection/Annotations/frontNear/BLR-2018-05-22_13-21-45_frontNear/0002850.xml,2,2,175032,1,504,612,789
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41_frontNear_left/0003660.xml,1,1,174555,109,526,513,956
vehicle fallback,water tanker,IDD_Detection/Annotations/sideRight/BLR-2018-05-29_10-59-01_sideRight/000069_r.xml,1,2,174537,1085,439,1535,825
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_33/0001140.xml,1,4,174305,426,516,780,1006
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_10-59-01_sideLeft/0003660.xml,2,2,174020,939,284,1390,668
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41/0001073.xml,2,5,173978,1,497,301,1074
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/000487_r.xml,1,1,173706,1403,257,1844,649
vehicle fallback,bulldozer,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_12-04-54_sideRight/000991_r.xml,1,1,173346,823,275,1341,608
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_10-49-32_sideLeft/000123_r.xml,1,2,173313,1110,305,1550,697
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_10-59-01_sideLeft/0000780.xml,1,1,173048,1050,282,1495,669
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41_frontNear_left/0000885.xml,3,3,172974,80,550,460,1003
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-14_13-29-20_sideLeft/0004500.xml,1,1,172848,603,550,1156,861
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_16-14-27_sideRight/000342_r.xml,1,1,172770,1029,127,1418,569
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-50-18_sideLeft/000685_r.xml,1,1,172598,489,163,910,571
vehicle fallback,tractor,IDD_Detection/Annotations/frontFar/BLR-2018-04-16_16-14-27_frontFar/001464_r.xml,1,1,172172,917,366,1280,838
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/0002490.xml,2,2,172000,1385,414,1784,843
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000186_r.xml,2,2,171680,592,606,1183,895
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-08-05_12-52-17/0008843.xml,2,3,171380,106,451,485,901
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41/0001622.xml,3,4,171080,123,489,486,958
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideLeft_left/0008160.xml,2,2,171080,1557,467,1920,936
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_1_sideRight/0002400.xml,2,2,170955,582,261,1236,521
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideLeft_left/0008745.xml,2,2,170884,982,493,1340,968
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-28-17_sideLeft/000451_r.xml,1,1,170748,1,163,186,1080
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_33/0001230.xml,1,4,170649,0,476,282,1078
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_42/0001365.xml,1,1,169164,359,458,802,838
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_16-14-27_sideLeft/0007560.xml,2,2,169070,1223,174,1805,463
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/BLR-2018-04-16_16-14-27/0002779.xml,5,5,169060,26,421,453,815
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-05-29/0006706.xml,3,3,168810,1,571,331,1080
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_2_sideLeft/000492_r.xml,1,2,168672,1080,278,1751,528
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-34-27_sideRight/0000660.xml,1,1,168508,1139,369,1550,777
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_1_sideLeft/000096_r.xml,1,1,167754,1134,220,1571,602
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_10-49-32_sideLeft/0001230.xml,2,2,167520,1079,290,1427,769
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-29_10-49-32_sideLeft/000123_r.xml,2,2,167143,1045,323,1405,785
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_1_sideLeft/0000960.xml,1,1,166934,1123,286,1559,667
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/0003705.xml,3,3,166830,609,502,1106,836
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_sideRight_right/0001050.xml,1,2,165640,263,573,767,900
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/0002265.xml,2,2,165636,1051,500,1437,927
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideLeft_left/0008790.xml,2,2,165503,940,484,1316,922
vehicle fallback,trailer,IDD_Detection/Annotations/frontFar/BLR-2018-03-22_17-39-26_2_frontFar/000696_r.xml,1,1,164840,1,325,317,844
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_sideLeft_left/0000105.xml,1,1,164772,1,667,398,1080
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41/0004194.xml,1,1,164749,1381,520,1757,956
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_11-54-07_sideLeft/000249_r.xml,2,2,164248,1358,428,1749,846
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_09-06-38_sideLeft/0014955.xml,1,1,163954,1,6,686,244
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-03-22_17-39-26_1_sideRight/000240_r.xml,2,2,163800,570,285,1219,536
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-50-18_sideLeft/000676_r.xml,1,1,163530,487,168,900,562
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/15-07-18-upload/0014859.xml,7,10,162432,849,200,1280,575
vehicle fallback,water tanker,IDD_Detection/Annotations/sideLeft/BLR-2018-04-16_15-44-27_sideLeft/000036_r.xml,1,1,160615,4,162,356,616
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-19-06-21-44_part_15/0001620.xml,1,1,160017,143,708,571,1080
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-22-05-05-26_part_39/0000450.xml,2,2,159844,5,723,453,1078
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_11-54-07_sideRight/000370_r.xml,3,3,159736,512,490,998,817
vehicle fallback,bulldozer,IDD_Detection/Annotations/rearNear/BLR-2018-05-22_13-13-31_rearNear/000361_r.xml,1,1,159642,1257,275,1618,715
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-50-18_sideLeft/000672_r.xml,1,1,159528,525,167,932,557
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-14-41/0000904.xml,1,1,158710,1,543,295,1080
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-01-18_sideRight/0005910.xml,1,1,157794,3,373,444,729
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-31_13-01-28_sideLeft/001338_r.xml,1,1,157734,759,265,1139,678
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-21-45_sideRight/0002805.xml,1,1,157584,593,324,984,725
vehicle fallback,tractor,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30/0005692.xml,2,6,156816,1144,436,1791,677
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_rearNear_left/0008925.xml,4,5,156524,506,429,941,787
vehicle fallback,excavator,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-01-18_sideLeft/000141_r.xml,1,1,156400,1071,180,1470,570
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-39-44_sideLeft/000321_r.xml,1,1,155250,1768,10,1917,1044
vehicle fallback,tractor,IDD_Detection/Annotations/sideLeft/BLR-2018-03-22_17-39-26_2_sideLeft/0004920.xml,1,2,155232,1046,343,1717,573
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/0005775.xml,2,3,155078,709,224,1079,641
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_32/0001680.xml,4,4,154967,4,538,356,976
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideLeft_right/0006720.xml,1,2,154912,749,465,1160,840
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-06_16-00-01_sideLeft/000015_r.xml,1,3,154368,1390,159,1791,542
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_16-14-27_sideRight/0002940.xml,1,1,154360,732,301,1411,527
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-34-27_sideRight/000066_r.xml,1,1,154050,1106,388,1500,777
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_rearNear_left/0002681.xml,1,1,153714,3,668,376,1078
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_33/0001230.xml,3,4,153664,1695,292,1918,977
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_16-14-27_sideRight/000294_r.xml,1,1,153452,714,313,1389,539
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-50-18_sideLeft/000694_r.xml,1,1,153435,0,115,264,693
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-44-41_frontNear_left/0003960.xml,2,2,153374,1574,530,1920,971
vehicle fallback,excavator,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-01-18_sideLeft/0001410.xml,1,1,153223,1076,181,1488,551
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-19-06-21-44_part_16/0000299.xml,1,2,153200,1415,430,1797,829
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-53-01_sideLeft_left/0004695.xml,2,2,153117,1000,593,1476,913
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-11_13-24-41/0003648.xml,2,2,153032,154,526,529,932
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_13-42-30_sideLeft_left/0006720.xml,1,2,152766,776,459,1189,827
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontNear/BLR-2018-04-19_17-46-55_frontNear/000786_r.xml,2,2,152334,46,801,591,1079
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-15-50_sideLeft_left/0003255.xml,2,4,152051,95,287,477,683
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-29-10-07-38_part_35/0001545.xml,1,2,152019,490,401,888,781
vehicle fallback,trailer,IDD_Detection/Annotations/frontNear/BLR-2018-04-19_18-06-55_frontNear/000006_r.xml,1,1,151638,1541,561,1921,958
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-24-27_sideRight/0001080.xml,1,2,150965,209,329,753,605
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-17_15-12-45_sideRight/000048_r.xml,1,1,150337,619,88,1487,260
vehicle fallback,ReviewLater,IDD_Detection/Annotations/highquality_16k/HYD-2018-06-15_11-55-11_frontNear_left/0000510.xml,1,1,150304,1493,288,1919,639
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-01-18_sideLeft/0000195.xml,4,4,150280,516,305,957,644
vehicle fallback,ReviewLater,IDD_Detection/Annotations/frontFar/BLR-2018-04-16_15-54-27_frontFar/001380_r.xml,1,1,150024,938,258,1219,789
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-01-18_sideRight/0006225.xml,1,1,149868,1411,566,1824,927
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-06-05_09-06-38_sideRight/0015045.xml,1,2,149814,466,2,726,575
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideLeft/BLR-2018-06-05_08-28-17_sideLeft/000123_r.xml,4,4,149139,1,396,219,1076
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-06-06_16-20-12/0005235.xml,8,8,148995,1,766,473,1080
vehicle fallback,street cart,IDD_Detection/Annotations/sideRight/BLR-2018-05-14_13-29-20_sideRight/0004800.xml,4,4,148362,699,534,1172,846
vehicle fallback,ReviewLater,IDD_Detection/Annotations/sideRight/BLR-2018-05-22_13-21-45_sideRight/0006135.xml,1,5,147966,100,430,645,700
vehicle fallback,excavator,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-03_14-39-45_sideRight_right/0007260.xml,3,3,147840,1473,216,1920,545
vehicle fallback,street cart,IDD_Detection/Annotations/sideLeft/BLR-2018-05-22_13-13-31_sideLeft/000577_r.xml,2,3,147820,669,261,1057,640
vehicle fallback,tractor,IDD_Detection/Annotations/sideRight/BLR-2018-04-16_15-24-27_sideRight/000108_r.xml,2,2,147420,186,343,731,612
vehicle fallback,street cart,IDD_Detection/Annotations/highquality_16k/BLR-2018-05-11_14-09-20_sideLeft_right/0000780.xml,2,2,147088,746,487,1209,803
